STATE,YEAR,Abortion Rate per 1000 People,"Abortion Rate per 100,000 People (Adjusted)(Age:15-19)",Birth Rate per 1000 People,"Birth Rate per 100,000 People (Adjusted)(Age:15-19)",Pregnancy Rate per 1000 People,"Pregnancy Rate per 100,000 People (Adjusted)(Age:15-19)","HIV Rate per 100,000 People","HIV Rate per 100,000 People (Adjusted)(Age:13-24)","STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)(Age:Under 19)"
Washington,2022,,,,,,,4.8,-5.829411765,,
West Virginia,2022,,,,,,,4.2,-6.429411765,,
Wisconsin,2022,,,,,,,5.5,-5.129411765,,
Wyoming,2022,,,,,,,1.1,-9.529411765,,
Alabama,2023,,,,,,,19,8.370588235,,
Alaska,2023,,,,,,,4.3,-6.329411765,,
Arizona,2023,,,,,,,10.6,-0.029411765,,
Arkansas,2023,,,,,,,13.6,2.970588235,,
California,2023,,,,,,,11.6,0.970588235,,
Colorado,2023,,,,,,,8.3,-2.329411765,,
Connecticut,2023,,,,,,,7,-3.629411765,,
Delaware,2023,,,,,,,11,0.370588235,,
District of Columbia,2023,,,,,,,29,18.37058824,,
Florida,2023,,,,,,,20.1,9.470588235,,
Georgia,2023,,,,,,,32,21.37058824,,
Hawaii,2023,,,,,,,4,-6.629411765,,
Idaho,2023,,,,,,,2.2,-8.429411765,,
Illinois,2023,,,,,,,11.8,1.170588235,,
Indiana,2023,,,,,,,8.8,-1.829411765,,
Iowa,2023,,,,,,,3.5,-7.129411765,,
Kansas,2023,,,,,,,6.4,-4.229411765,,
Kentucky,2023,,,,,,,8.4,-2.229411765,,
Louisiana,2023,,,,,,,30.4,19.77058824,,
Maine,2023,,,,,,,1.6,-9.029411765,,
Maryland,2023,,,,,,,16.2,5.570588235,,
Massachusetts,2023,,,,,,,3.8,-6.829411765,,
Michigan,2023,,,,,,,9,-1.629411765,,
Minnesota,2023,,,,,,,6.7,-3.929411765,,
Mississippi,2023,,,,,,,21.2,10.57058824,,
Missouri,2023,,,,,,,11.3,0.670588235,,
Montana,2023,,,,,,,2.9,-7.729411765,,
Nebraska,2023,,,,,,,5.1,-5.529411765,,
Nevada,2023,,,,,,,16.4,5.770588235,,
New Hampshire,2023,,,,,,,0.5,-10.12941176,,
New Jersey,2023,,,,,,,12.9,2.270588235,,
New Mexico,2023,,,,,,,9.1,-1.529411765,,
New York,2023,,,,,,,14.1,3.470588235,,
North Carolina,2023,,,,,,,20.9,10.27058824,,
North Dakota,2023,,,,,,,5.2,-5.429411765,,
Ohio,2023,,,,,,,11.5,0.870588235,,
Oklahoma,2023,,,,,,,12.9,2.270588235,,
Oregon,2023,,,,,,,4.2,-6.429411765,,
Pennsylvania,2023,,,,,,,9.4,-1.229411765,,
Rhode Island,2023,,,,,,,9.2,-1.429411765,,
South Carolina,2023,,,,,,,20.6,9.970588235,,
South Dakota,2023,,,,,,,2.7,-7.929411765,,
Tennessee,2023,,,,,,,20,9.370588235,,
Texas,2023,,,,,,,18.6,7.970588235,,
Utah,2023,,,,,,,3.9,-6.729411765,,
Vermont,2023,,,,,,,1.9,-8.729411765,,
Virginia,2023,,,,,,,12.7,2.070588235,,
Washington,2023,,,,,,,4.8,-5.829411765,,
West Virginia,2023,,,,,,,4.2,-6.429411765,,
Wisconsin,2023,,,,,,,5.5,-5.129411765,,
Wyoming,2023,,,,,,,1.1,-9.529411765,,
